,tags
5531,ADV ADV PUNCT PRON VERB DET NOUN ADP PROPN CCONJ PROPN PART VERB ADP ADV ADJ CCONJ ADJ NOUN PUNCT
5532,ADP DET NOUN PRON VERB DET ADJ NOUN ADP NOUN PUNCT
5533,ADP PROPN PUNCT DET NOUN AUX VERB PUNCT
5534,ADP PROPN PUNCT PRON VERB DET ADJ NOUN ADP NOUN ADP NOUN CCONJ PROPN PUNCT NOUN ADP PRON AUX ADJ PUNCT
5535,ADP DET NOUN ADJ ADJ NOUN CCONJ ADJ NOUN ADP DET NOUN NOUN VERB DET NOUN ADP ADV ADJ NOUN PUNCT
5536,DET PROPN NOUN PUNCT ADV PUNCT AUX AUX VERB ADP ADV DET ADV ADJ CCONJ ADV DET ADV ADJ PART VERB ADP NOUN ADP DET ADJ PROPN PUNCT
5537,PRON AUX DET PUNCT PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT ADP DET NOUN VERB ADP DET ADJ NOUN PUNCT
5538,DET NOUN DET NOUN AUX VERB ADP DET NOUN PUNCT SCONJ ADV DET NUM NOUN AUX VERB PUNCT
5539,DET NOUN AUX ADJ SCONJ SCONJ DET NOUN AUX AUX VERB SCONJ DET NOUN VERB ADV ADJ CCONJ VERB SCONJ PRON AUX PRON PRON VERB PART AUX VERB PUNCT PUNCT PUNCT ADV SCONJ PART ADV PUNCT PUNCT
5540,DET NOUN AUX VERB ADV ADP PRON PROPN CCONJ PROPN PUNCT
5541,PRON VERB DET ADJ NOUN ADP PROPN PROPN PUNCT SCONJ DET NUM NOUN VERB ADP DET ADJ NOUN ADP NOUN AUX VERB ADP ADJ NOUN PUNCT
5542,DET NOUN AUX AUX VERB DET NOUN ADP PROPN PROPN PART VERB DET NOUN PUNCT
5543,ADV PUNCT ADP DET PROPN PUNCT PRON VERB DET VERB NOUN ADP DET NOUN ADP NOUN ADP PRON DET NOUN ADP NOUN AUX VERB PUNCT
5544,ADV DET ADV ADJ NOUN ADP NOUN ADP ADJ NOUN AUX AUX ADP PROPN PUNCT
5545,ADP DET NOUN PUNCT PROPN VERB ADV VERB ADV VERB NOUN CCONJ NOUN NOUN ADP NOUN ADJ NOUN PUNCT
5546,PRON AUX NOUN ADP DET ADJ NOUN ADP ADJ NOUN PUNCT
5547,ADV ADJ AUX AUX DET NOUN PUNCT VERB ADP ADP ADJ CCONJ PROPN ADJ NOUN PUNCT SCONJ ADJ NOUN AUX VERB ADP DET ADJ ADJ NOUN PUNCT
5548,NOUN PUNCT ADP NOUN PUNCT AUX ADJ PART VERB ADP DET NOUN PUNCT
5549,ADV PUNCT ADP ADV NUM NOUN AUX AUX ADV VERB NOUN ADP DET ADJ NOUN PUNCT
5550,ADJ NOUN AUX AUX VERB ADP ADJ NOUN ADP NOUN ADP DET VERB NOUN PUNCT
5551,PRON AUX DET ADJ NOUN ADP NOUN ADP DET NOUN PRON VERB ADJ NOUN ADV PUNCT SCONJ DET NOUN ADP NOUN AUX VERB ADP PROPN PRON AUX VERB ADP ADV PRON PUNCT ADJ NOUN ADP PROPN PUNCT
5552,PRON AUX ADV ADJ ADP DET NOUN ADP NOUN PRON VERB PART AUX VERB ADV ADP DET PROPN PUNCT
5553,ADJ NOUN PRON AUX VERB SCONJ PRON AUX AUX ADJ ADP VERB NOUN PART VERB PART VERB PROPN ADP VERB ADJ NOUN PUNCT
5554,PRON VERB PRON AUX ADJ ADP ADJ NOUN CCONJ NOUN SCONJ VERB ADP PROPN SCONJ DET PROPN PROPN VERB PART VERB ADP ADJ NOUN ADP ADJ NOUN NOUN PUNCT
5555,ADV ADP DET PROPN PRON VERB NOUN SCONJ ADJ NOUN AUX VERB ADJ NOUN ADP NOUN PRON PRON AUX ADV VERB ADJ NOUN CCONJ AUX ADV AUX VERB DET ADJ NOUN ADP PRON PUNCT
5556,PRON VERB ADJ NOUN ADP DET NOUN PUNCT
5557,NUM ADP DET ADV ADJ AUX ADJ PUNCT
5558,NOUN NOUN AUX ADJ ADV SCONJ PRON VERB ADV ADP DET NOUN ADP NOUN PUNCT
5559,PRON AUX VERB ADJ NOUN ADP PRON NOUN NOUN PART VERB NOUN PUNCT
5560,ADP DET NOUN DET ADJ PROPN AUX ADJ PART VERB DET ADJ NOUN PUNCT
5561,CCONJ SCONJ DET NOUN AUX VERB PART VERB PUNCT DET ADJ NOUN ADP NOUN NOUN NOUN AUX VERB ADP PUNCT
5562,DET NOUN NOUN NOUN AUX VERB ADJ ADJ NOUN PART VERB PRON NOUN ADP NOUN ADP ADJ NOUN PUNCT
5563,PRON VERB SCONJ ADP VERB ADP NOUN PUNCT ADV ADP ADV PUNCT PRON AUX PART AUX VERB ADP ADP NOUN ADP NOUN PUNCT ADJ CCONJ ADV PUNCT
5564,SCONJ VERB ADP DET PROPN NOUN ADP PROPN PROPN DET ADJ NOUN ADV PUNCT PRON AUX AUX VERB ADP DET ADJ NOUN VERB PROPN PUNCT
5565,VERB ADV ADP DET NOUN ADP PROPN PROPN PUNCT PRON VERB ADP PRON PUNCT
5566,DET NOUN VERB ADV ADP NUM NOUN PUNCT ADP PROPN PROPN ADP DET NUM PUNCT NOUN NOUN VERB DET ADJ NOUN NOUN ADV PUNCT
5567,NOUN ADP DET ADJ NOUN VERB PART AUX VERB ADV ADV SCONJ PRON VERB DET ADJ NOUN ADP PROPN PROPN PUNCT PRON AUX ADV VERB ADP NOUN ADV VERB ADP NUM NOUN PUNCT PUNCT
5568,DET ADJ NOUN ADP PROPN PROPN VERB NUM NOUN ADJ ADP PRON PUNCT
5569,PRON AUX PUNCT X PUNCT VERB PRON NOUN ADV ADP DET NOUN NOUN CCONJ VERB DET ADJ NOUN ADV ADP PROPN PROPN PUNCT PUNCT
5570,PUNCT X PUNCT VERB ADP CCONJ VERB DET ADJ NOUN PART VERB NOUN PUNCT PUNCT
5571,CCONJ PUNCT X PUNCT ADV VERB CCONJ VERB PUNCT ADV VERB DET ADJ NOUN VERB ADP ADP PRON NOUN PUNCT ADV VERB DET ADJ NOUN ADP DET ADJ NOUN PUNCT
5572,DET ADV ADJ NOUN ADP PRON AUX SCONJ ADJ PROPN NOUN ADV VERB PART VERB ADP CCONJ VERB DET NOUN NOUN ADJ NOUN PUNCT
5573,SCONJ CCONJ PART PRON AUX VERB ADP ADP VERB NOUN PUNCT NOUN PUNCT PRON AUX PART VERB PUNCT
5574,CCONJ PRON AUX VERB PUNCT ADV CCONJ PRON AUX ADV ADJ CCONJ ADJ PUNCT
5575,PRON AUX ADV VERB ADP PRON ADJ PROPN PUNCT
5576,ADV ADJ ADJ NOUN AUX AUX VERB SCONJ ADP DET ADJ NOUN ADP VERB NOUN PUNCT
5577,ADP PROPN PUNCT DET NOUN VERB ADP AUX ADV VERB PRON NOUN NOUN ADP DET NOUN ADP DET NOUN PART VERB DET ADJ NOUN ADV PUNCT
5578,VERB PRON PUNCT PRON AUX VERB ADV ADP DET ADJ NOUN CCONJ VERB PRON NOUN ADV PUNCT
5579,DET ADJ NOUN ADP NOUN ADP DET NOUN PUNCT ADV PUNCT VERB DET NOUN ADP ADJ PROPN NOUN PUNCT
5580,ADP DET NOUN ADP VERB PRON NOUN PUNCT DET PUNCT NOUN ADP PROPN PROPN CCONJ PROPN PUNCT PRON AUX VERB PART VERB DET ADJ CCONJ ADJ NOUN PUNCT
5581,ADP NUM NOUN ADP NOUN PUNCT PRON AUX VERB ADV SCONJ PROPN PROPN NOUN AUX ADV ADV ADJ CCONJ ADJ ADP DET ADJ NOUN PRON AUX ADV VERB PUNCT
5582,ADP NUM ADJ NOUN ADP VERB ADP PROPN PROPN PRON VERB ADV DET NOUN NOUN SCONJ ADJ NOUN VERB DET ADJ NOUN ADP NOUN PART VERB PRON PART VERB ADP ADP DET ADJ NOUN NOUN PUNCT
5583,PROPN PUNCT PROPN PUNCT PROPN NUM PUNCT
5584,DET ADV PUNCT ADP PUNCT NOUN NOUN VERB ADP ADP PROPN PROPN NOUN CCONJ VERB DET PROPN NOUN SCONJ PRON VERB PRON NOUN NOUN AUX AUX VERB DET NOUN PUNCT
5585,INTJ NOUN PUNCT ADP NOUN PUNCT AUX VERB ADP DET ADJ NOUN SCONJ NOUN NOUN VERB PUNCT
5586,PRON AUX ADV VERB DET ADJ ADV ADJ PUNCT CCONJ ADV ADV PUNCT
5587,PRON VERB PART AUX NOUN ADV PUNCT CCONJ ADV ADV PUNCT DET NOUN AUX DET NOUN PUNCT
5588,PUNCT PUNCT PRON AUX DET ADJ NOUN ADJ PUNCT PUNCT PRON VERB PUNCT PUNCT PUNCT PART VERB DET NOUN ADP PROPN PUNCT SCONJ PRON AUX PART VERB DET NOUN ADP PROPN PROPN NOUN PUNCT PUNCT
5589,CCONJ ADP PRON PRON VERB ADP PART VERB NOUN ADP DET NOUN NOUN PUNCT
5590,PUNCT PUNCT PRON AUX ADV DET NOUN ADP DET NOUN PUNCT PUNCT VERB DET NOUN PUNCT VERB PRON NOUN PUNCT
5591,PUNCT PUNCT ADV PUNCT SCONJ PRON AUX ADV VERB ADP PRON PRON AUX VERB ADP PUNCT PRON AUX VERB PRON PUNCT PUNCT
5592,NUM NOUN VERB
5593,PRON AUX ADV PROPN PART NOUN ADP VERB SCONJ ADJ NOUN DET PROPN VERB NOUN NOUN ADP DET NOUN ADP NOUN ADV ADJ PUNCT
5594,DET ADJ NOUN VERB PRON ADP PUNCT SCONJ SCONJ DET NOUN ADV NUM NOUN PUNCT VERB CCONJ ADJ NOUN PUNCT AUX ADV ADV ADP NOUN PUNCT
5595,PRON AUX AUX ADJ PART VERB NUM NOUN SCONJ PRON AUX PART VERB DET ADJ NOUN PRON AUX ADJ ADJ NOUN PUNCT CCONJ ADV ADV PRON AUX PART VERB DET NOUN PUNCT
5596,DET NOUN ADP ADV SCONJ DET PROPN AUX VERB ADP NOUN DET NOUN AUX DET ADJ NOUN PUNCT
5597,PRON AUX ADV VERB PRON ADP DET NOUN PRON AUX VERB ADV ADV DET NOUN PUNCT CCONJ PRON VERB DET NOUN ADP PRON ADV ADV SCONJ DET PROPN ADV VERB DET NOUN PART NOUN ADP DET NOUN ADP NUM PUNCT
5598,ADV PUNCT SCONJ DET NOUN AUX VERB PART VERB ADP ADV ADP ADV ADP DET PROPN PROPN PUNCT PRON AUX VERB PART VERB NOUN NOUN PUNCT
5599,SCONJ AUX DET NOUN ADV VERB ADP PUNCT PUNCT
5600,PRON ADV AUX PART VERB DET NOUN PART VERB PRON ADV SCONJ PRON VERB ADJ NOUN PUNCT
5601,PROPN AUX AUX ADJ
5602,PUNCT
5603,PROPN PROPN AUX ADJ PUNCT CCONJ PRON AUX ADJ SCONJ PRON AUX VERB ADV ADV ADP NUM SCONJ PRON VERB ADP NUM PUNCT
5604,PRON AUX PART VERB PRON PUNCT ADV PUNCT
5605,PROPN PART NOUN ADJ NOUN AUX ADJ PUNCT
5606,PRON AUX DET ADJ ADP PROPN PROPN CCONJ PROPN PROPN PUNCT
5607,SCONJ PRON VERB ADV ADV SCONJ PRON VERB ADP NUM PRON AUX AUX DET NOUN PUNCT
5608,PRON AUX PART AUX VERB PART VERB DET ADJ ADP DET NOUN PUNCT
5609,PROPN AUX AUX VERB DET ADJ NOUN NOUN NOUN PUNCT PRON AUX ADV ADV VERB PRON ADV PUNCT
5610,PRON VERB ADP ADP DET ADJ NOUN ADJ NOUN PUNCT CCONJ ADP DET NOUN ADV AUX PART VERB PRON PUNCT
5611,PRON VERB DET NOUN PRON VERB PRON VERB PRON ADP VERB ADP PRON ADJ NOUN PUNCT
5612,PRON AUX PART VERB PART VERB PRON PUNCT ADV VERB PRON ADP PRON ADP DET NOUN PUNCT
5613,PRON AUX ADV AUX DET ADJ NOUN PUNCT PRON VERB PUNCT SCONJ PRON AUX VERB DET ADJ NOUN CCONJ DET ADJ NOUN VERB ADP PRON PUNCT
5614,CCONJ PRON VERB PART VERB PRON ADP PUNCT PRON ADJ NOUN PUNCT
5615,NOUN AUX VERB ADP
5616,PUNCT
5617,PROPN AUX ADV VERB ADV SCONJ VERB ADP NUM NOUN PUNCT
5618,AUX PART VERB PRON ADJ PUNCT
5619,PRON VERB DET ADJ PROPN PROPN AUX VERB ADP DET NOUN PUNCT
5620,CCONJ ADV ADV PUNCT PRON VERB DET ADJ NOUN ADP NUM CCONJ AUX PART VERB ADV ADV ADV PUNCT
5621,ADV PUNCT PRON ADV PRON PUNCT DET NOUN AUX PART AUX VERB PART VERB DET VERB NOUN PART VERB DET PROPN ADP ADJ ADP ADV PUNCT
5622,CCONJ DET NOUN AUX ADV VERB NOUN VERB ADV PUNCT
5623,NOUN VERB DET ADJ NOUN ADP ADP PRON NOUN ADP NOUN CCONJ NOUN ADJ NOUN PUNCT
5624,SCONJ PUNCT ADV PUNCT AUX PRON VERB ADP NOUN PUNCT PUNCT
5625,PUNCT PUNCT ADP PROPN PUNCT PROPN CCONJ PROPN PUNCT PUNCT VERB NOUN PUNCT
5626,PUNCT PUNCT PRON AUX DET NOUN PRON AUX VERB PART VERB ADV PUNCT PUNCT
5627,DET NOUN AUX ADJ PUNCT CCONJ ADP DET NOUN PUNCT NOUN AUX SCONJ DET NUM AUX ADJ ADP ADJ NOUN PUNCT
5628,NOUN AUX PART VERB PRON ADV PUNCT CCONJ PRON VERB PRON AUX VERB PRON NOUN AUX ADV ADJ PUNCT
5629,PRON VERB PRON DET NOUN CCONJ AUX VERB PART VERB PRON PUNCT CCONJ PRON VERB DET ADJ NOUN AUX PART VERB PRON PUNCT
5630,SCONJ PRON AUX VERB ADV ADP NUM ADP DET NUM NOUN NOUN NOUN PUNCT DET NOUN AUX VERB PART AUX ADJ ADP ADV PUNCT
5631,PRON AUX ADV PART ADJ PUNCT ADV PUNCT PRON AUX VERB PART VERB ADJ ADP PRON ADP VERB DET ADJ NOUN ADP PRON PUNCT
5632,PROPN PROPN PUNCT VERB ADP ADP PROPN PROPN PRON AUX AUX ADP VERB NOUN ADP DET NOUN PUNCT VERB ADP ADJ ADJ NOUN VERB SCONJ DET PROPN VERB DET ADJ NOUN PUNCT CCONJ PROPN AUX ADV DET ADJ NOUN PRON VERB SCONJ PRON VERB VERB NOUN PUNCT
5633,ADP PRON PUNCT PROPN VERB SCONJ SCONJ PRON AUX AUX ADP ADP DET ADJ NOUN PUNCT
5634,PRON AUX PART VERB ADV ADV PUNCT SCONJ NOUN AUX AUX VERB ADP PRON ADV ADP NOUN NOUN PUNCT
5635,PRON AUX VERB DET NOUN ADV PUNCT ADP DET NOUN NOUN PUNCT CCONJ PRON ADJ NOUN AUX VERB ADP DET NOUN ADJ NOUN PUNCT
5636,SCONJ PRON VERB ADP PROPN PUNCT PRON AUX VERB DET NOUN PRON AUX VERB PART VERB DET PROPN PROPN NOUN PUNCT CCONJ PRON AUX VERB PRON VERB PART AUX DET ADJ NOUN PROPN PROPN NOUN PUNCT
5637,PRON AUX ADV PUNCT ADJ PART VERB ADP PUNCT CCONJ ADV ADV ADJ ADP DET NOUN PUNCT
5638,ADP ADP ADV PUNCT SCONJ PRON VERB ADP PRON PUNCT
5639,PRON AUX AUX ADV ADJ DET NOUN PUNCT
5640,CCONJ PROPN VERB ADJ PUNCT VERB PART AUX VERB ADV SCONJ PRON VERB ADJ NOUN PUNCT
5641,VERB PRON VERB ADV PUNCT CCONJ PRON AUX ADV VERB ADP DET NOUN PUNCT
5642,ADV PUNCT SCONJ DET PROPN AUX PART VERB PUNCT PROPN PUNCT PROPN CCONJ PROPN AUX VERB PART VERB PRON PUNCT
5643,ADV ADV DET NOUN ADP ADJ CCONJ ADJ NOUN AUX PART VERB ADJ ADP VERB DET NOUN PUNCT
5644,ADV ADV PUNCT PRON AUX PART VERB ADP NOUN DET NOUN ADP PROPN CCONJ PROPN PROPN NOUN PUNCT CCONJ PRON AUX DET NOUN NOUN VERB ADP ADV ADP DET NOUN PUNCT
5645,AUX DET NOUN ADP DET PUNCT PUNCT ADJ PUNCT NOUN ADP NOUN PUNCT PUNCT
5646,PUNCT DET PUNCT PUNCT ADJ PUNCT NOUN AUX NUM PRON VERB PART VERB DET ADV PUNCT VERB NOUN ADP NOUN PUNCT
5647,PRON VERB PART VERB PRON CCONJ ADJ NOUN SCONJ SCONJ PRON AUX NOUN PUNCT CCONJ ADV PRON VERB NOUN SCONJ SCONJ PRON AUX NOUN PUNCT
5648,PUNCT AUX PRON NOUN VERB PRON DET NOUN PUNCT PUNCT
5649,DET NOUN VERB PRON VERB PUNCT
5650,PRON VERB ADV PUNCT
5651,PRON VERB SCONJ NOUN PUNCT ADP ADV ADJ ADJ NOUN ADP NOUN CCONJ NOUN PUNCT AUX ADP DET ADJ NOUN ADJ PUNCT
5652,DET NOUN AUX VERB DET NOUN VERB ADP PRON NOUN PUNCT
5653,ADV PRON AUX PUNCT ADP DET ADJ NOUN PUNCT VERB PRON VERB PRON PUNCT
5654,CCONJ PRON AUX PART VERB PRON VERB PRON PUNCT
5655,PRON AUX PART VERB PRON AUX VERB PRON NOUN ADJ PUNCT ADV ADJ CCONJ ADJ PUNCT
5656,DET NOUN ADP DET ADJ NOUN AUX VERB DET ADJ NOUN PART VERB PRON ADJ NOUN CCONJ ADV PUNCT ADP VERB PRON NOUN PUNCT PRON AUX VERB ADJ NOUN ADP DET ADJ NOUN PUNCT
5657,SCONJ ADJ AUX VERB ADP NOUN PUNCT CCONJ ADV PRON AUX AUX VERB ADP DET NOUN PUNCT PRON AUX VERB PART VERB NUM ADJ NOUN PART NOUN PUNCT
5658,PRON VERB PUNCT
5659,ADJ ADJ
5660,PUNCT PUNCT PUNCT
5661,ADP DET NOUN ADP DET ADJ NOUN PRON AUX VERB ADP NOUN CCONJ NOUN ADP ADV PRON PUNCT PRON VERB PART VERB PRON NOUN PART NOUN ADP PRON SCONJ PRON ADV VERB ADP DET ADJ NOUN PUNCT
5662,PRON VERB PRON PART VERB PRON ADP PRON PUNCT
5663,PUNCT PUNCT PRON AUX PART VERB SCONJ ADJ NOUN VERB ADJ SCONJ ADP PRON PRON VERB ADP PRON CCONJ SCONJ ADP DET NOUN PRON NOUN VERB PRON PUNCT
5664,CCONJ PRON VERB CCONJ PRON NOUN VERB PUNCT ADV PUNCT
5665,PRON VERB PUNCT SCONJ PRON NOUN VERB NOUN CCONJ NOUN PUNCT CCONJ AUX ADJ PRON PRON AUX PART VERB ADJ NOUN CCONJ NOUN PUNCT
5666,PUNCT PUNCT NUM NOUN PRON VERB PRON PRON AUX ADV VERB VERB PUNCT
5667,PRON AUX SCONJ ADJ NOUN AUX PART VERB ADJ NOUN ADP NOUN PUNCT ADP NOUN PUNCT PRON NOUN CCONJ PRON PUNCT
5668,SCONJ PRON VERB PRON NOUN PRON VERB PRON ADJ NOUN ADP PRON NOUN SCONJ PRON AUX ADV ADJ CCONJ ADJ ADP DET NOUN PUNCT
5669,PRON VERB CCONJ VERB PRON SCONJ SCONJ PRON AUX PART VERB DET NOUN ADP AUX VERB PUNCT
5670,ADJ NOUN AUX ADJ ADP PRON PUNCT PUNCT PUNCT
5671,DET NOUN AUX ADV ADJ PUNCT
5672,ADP DET NOUN PUNCT DET ADJ NOUN AUX PART VERB ADJ NOUN ADP NOUN PUNCT
5673,NOUN VERB PART VERB ADJ NOUN ADP VERB PRON PUNCT
5674,ADP DET ADJ NOUN PRON AUX AUX PRON ADJ ADP VERB NOUN PUNCT NOUN CCONJ NOUN PUNCT
5675,SCONJ PRON VERB ADJ PRON AUX AUX DET NOUN ADP VERB DET ADJ NOUN PUNCT PRON PUNCT PUNCT ADJ PUNCT NOUN PUNCT PUNCT
5676,CCONJ ADJ NOUN CCONJ NOUN PRON NOUN CCONJ NOUN VERB ADV AUX VERB DET NOUN PUNCT
5677,DET NOUN AUX ADJ ADP DET ADJ NOUN PUNCT CCONJ ADP ADJ PRON VERB DET NOUN PUNCT
5678,ADJ NOUN AUX VERB PRON PUNCT
5679,PRON NOUN VERB
5680,PUNCT PUNCT ADJ NOUN PUNCT PRON VERB DET NOUN PRON PRON ADJ NOUN PUNCT PROPN PUNCT AUX ADJ PUNCT
5681,PRON AUX PART VERB DET NOUN ADP ADV PUNCT CCONJ ADV PRON AUX VERB ADP PUNCT
5682,ADV PUNCT PRON VERB DET NOUN NOUN PRON PRON AUX AUX ADJ PART VERB PUNCT ADP DET NOUN ADP ADJ NOUN PUNCT
5683,PUNCT PUNCT PRON VERB PART VERB PROPN SCONJ SCONJ PRON AUX ADJ PUNCT SCONJ ADP NOUN PRON VERB PRON AUX ADV ADP PRON ADP ADJ PUNCT
5684,PRON PRON AUX AUX PART VERB PART VERB PRON ADP NOUN ADP NOUN ADV ADV ADP ADJ PUNCT
5685,PRON VERB PART VERB PRON ADP ADJ ADJ NOUN ADP ADJ PUNCT
5686,PUNCT PUNCT PRON AUX PRON NOUN ADP ADJ NOUN PUNCT PUNCT
5687,SCONJ AUX PRON VERB ADP ADV PUNCT PUNCT PUNCT
5688,ADJ ADJ NOUN VERB ADP PART VERB ADV ADJ NOUN PUNCT
5689,ADV PUNCT ADJ VERB PART VERB DET ADJ NOUN ADP NOUN ADP ADJ NOUN PUNCT CCONJ ADJ VERB ADP NOUN PUNCT ADV NOUN PUNCT ADP NOUN CCONJ ADV ADP NOUN CCONJ NOUN PUNCT
5690,ADJ PUNCT NOUN NOUN
5691,NOUN
5692,PUNCT DET ADJ NOUN NOUN VERB NUM ADJ NOUN PUNCT PRON PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT X X PUNCT
5693,SCONJ ADJ NOUN AUX VERB PUNCT PRON AUX ADV ADV ADJ PART VERB NOUN NOUN PUNCT NOUN ADJ PUNCT X X PUNCT
5694,DET ADJ NOUN ADP DET NOUN NOUN DET ADJ VERB NOUN CCONJ VERB DET ADV ADJ NOUN ADP NOUN PRON ADJ NOUN PUNCT
5695,AUX PRON VERB PRON NOUN SCONJ NOUN AUX AUX VERB PUNCT PUNCT
5696,PRON AUX DET ADJ PUNCT ADJ NOUN PUNCT
5697,AUX DET ADJ NOUN NOUN ADV PART VERB PRON ADJ DET NOUN PUNCT PUNCT
5698,VERB
5699,PUNCT PRON NOUN ADP NUM NOUN VERB PRON AUX ADV VERB DET NOUN NOUN ADP VERB PUNCT ADP AUX VERB DET NOUN ADP VERB ADJ NOUN ADP ADJ NOUN PUNCT
5700,DET ADJ NOUN ADP NOUN AUX VERB SCONJ PRON AUX DET ADJ ADJ ADP DET ADJ NOUN PUNCT
5701,INTJ PUNCT VERB AUX PART ADV PRON PRON VERB DET NOUN PUNCT
5702,PRON ADV VERB PRON DET ADJ NOUN PUNCT DET ADJ NOUN PUNCT CCONJ NOUN ADP VERB ADP DET NOUN PUNCT
5703,CCONJ ADJ VERB PART VERB CCONJ VERB ADP CCONJ SCONJ PRON AUX ADJ ADP ADV DET ADV ADJ NOUN PUNCT
5704,VERB ADP VERB NOUN ADP ADJ AUX DET VERB NOUN ADP DET ADJ NOUN PUNCT NOUN PUNCT
5705,ADV ADJ ADP PRON AUX DET ADJ NOUN ADP NOUN NOUN ADP NOUN PUNCT PRON VERB VERB PART VERB DET NUM PUNCT NOUN NOUN PART PRON PRON AUX AUX VERB PUNCT
5706,ADV SCONJ DET ADJ ADJ NOUN AUX VERB DET NOUN NOUN ADP DET NOUN NOUN PUNCT ADV AUX PRON ADP DET ADJ NOUN ADP NOUN PUNCT
5707,NUM ADJ PUNCT ADP NOUN PUNCT AUX DET NOUN PUNCT
5708,SCONJ PART ADV NOUN NOUN PUNCT PRON VERB PRON NOUN ADP PRON ADV PUNCT VERB VERB NOUN ADP ADJ PUNCT ADJ PUNCT NOUN CCONJ NOUN CCONJ DET NOUN NOUN PUNCT
5709,DET VERB PUNCT VERB NOUN ADP VERB NOUN CCONJ ADJ NOUN ADV VERB DET VERB NOUN VERB ADV ADV ADP NOUN ADP DET ADJ NOUN ADP PROPN PUNCT
5710,ADJ NOUN NOUN PRON VERB PART AUX VERB ADV ADV DET NOUN ADP ADP DET ADJ ADJ NOUN AUX ADV ADJ ADP DET NOUN PUNCT
5711,DET NOUN AUX VERB ADP PROPN PUNCT ADP NOUN PUNCT CCONJ AUX AUX VERB ADP DET VERB NOUN CCONJ NOUN PUNCT
5712,ADP DET ADJ NOUN AUX NOUN NOUN ADP NUM NOUN ADP NOUN NOUN NOUN ADP PRON AUX VERB ADJ NOUN VERB ADP NOUN CCONJ NOUN CCONJ DET NOUN ADP PRON DET NOUN AUX VERB ADP ADJ NOUN PUNCT
5713,ADJ NOUN
5714,ADP DET ADV ADJ NOUN PRON VERB DET NOUN ADP ADJ PROPN PROPN NOUN PUNCT NOUN NOUN NOUN AUX VERB ADP DET ADV ADJ PUNCT VERB NOUN ADP DET VERB PROPN PROPN NOUN PUNCT
5715,SCONJ DET NOUN AUX VERB ADP NOUN PUNCT DET ADJ NOUN PUNCT PRON AUX VERB PUNCT PUNCT PUNCT AUX PRON ADP ADJ NOUN PUNCT PUNCT
5716,ADJ VERB NOUN PUNCT VERB CCONJ VERB PART AUX VERB ADP DET NOUN PUNCT AUX DET NOUN ADP DET NOUN PUNCT
5717,PRON AUX ADV VERB ADP ADP NOUN ADP ADJ NOUN CCONJ ADV VERB PART AUX VERB ADV CCONJ ADV ADP NOUN PRON VERB ADP NOUN PUNCT
5718,DET ADJ NOUN AUX VERB PRON NOUN ADP DET NOUN ADP DET ADJ NOUN NOUN PUNCT CCONJ PUNCT ADP VERB ADP PRON NOUN NOUN NOUN NOUN PUNCT VERB DET ADJ AUX PUNCT PRON PUNCT PRON VERB ADP DET NOUN PUNCT
5719,PROPN PROPN DET NOUN AUX VERB DET NOUN ADP DET NUM NOUN ADJ NOUN NOUN PRON PRON AUX AUX ADV VERB ADP DET NUM NOUN NOUN PUNCT NOUN NOUN CCONJ NOUN PART NOUN PUNCT
5720,PRON AUX VERB ADJ ADP PRON PUNCT
5721,CCONJ PRON AUX ADJ SCONJ DET PROPN PUNCT ADV VERB ADP NOUN ADP DET NOUN PUNCT AUX AUX VERB ADP DET NOUN NOUN ADP DET NOUN ADP DET NOUN PUNCT VERB NOUN PUNCT
5722,PRON NOUN ADP PROPN PROPN AUX ADV VERB ADP DET NOUN ADP DET PROPN PROPN PROPN NOUN PUNCT
5723,CCONJ PRON AUX VERB NUM PUNCT ADJ NOUN PUNCT NOUN NOUN CCONJ PUNCT PUNCT ADJ NOUN NOUN PUNCT PUNCT
5724,ADP ADP DET NOUN AUX VERB PUNCT NUM
5725,PUNCT NOUN ADP DET ADJ PUNCT ADJ PUNCT NOUN NOUN NOUN ADP PROPN PROPN ADJ PROPN PRON AUX VERB ADJ PUNCT NOUN PROPN ADP ADV ADP DET NOUN PUNCT
5726,NUM
5727,PUNCT NOUN ADP VERB DET PROPN PART ADJ NUM NOUN PUNCT
5728,X
5729,PUNCT NOUN ADP DET ADJ ADJ ADJ ADJ NOUN NOUN ADP PROPN ADJ PROPN NUM SYM NUM PUNCT
5730,NUM
5731,PUNCT CCONJ NOUN ADP DET ADJ NOUN ADP ADJ NOUN PUNCT VERB NOUN ADP DET NOUN PART NUM ADJ ADJ NOUN PUNCT
5732,ADP DET NOUN ADP DET PROPN AUX DET ADJ PUNCT NUM PUNCT NOUN PUNCT ADJ ADJ NOUN PUNCT PROPN PROPN PROPN PROPN PUNCT DET ADJ NOUN AUX AUX VERB PROPN PROPN PART NOUN NOUN PUNCT
5733,PRON AUX VERB PRON ADJ NOUN ADP ADJ PUNCT ADJ NOUN NOUN PUNCT
5734,VERB ADP ADV PUNCT DET PROPN VERB ADP DET ADV ADJ ADJ NOUN PUNCT PRON VERB ADJ NOUN ADP ADP DET NOUN ADP NOUN NOUN CCONJ VERB NOUN PUNCT CCONJ NOUN ADP PRON NOUN NOUN CCONJ ADJ NOUN PUNCT NUM CCONJ ADV PUNCT
